,Termin,Program/kurs,Utbildningens namn,Anm.kod,Univ/högskola,Totalt antal sökande,1:a handssökande,Kvinnor 1:a hand,Kvinnor totalt,Män 1:a hand,Män totalt,25-34 1:a hand,25-34 totalt,<= 24 1:a hand,<= 24 totalt,>=35 1:a hand,>=35 totalt,BI,BII,HP
645,HT2014,Program,Kandidatprogram i global management med inriktning mot nederländska,SU-31456,Stockholms universitet,32,1,1,13,0,17,55,252,155,1043,21,58,19.95,20.80,1.20
646,HT2014,Program,Kandidatprogram i global management med inriktning mot nederländska,SU-31456,Stockholms universitet,32,1,1,13,0,17,1,9,0,21,0,0,19.95,20.80,1.20
647,HT2018,Program,Kandidatprogram i företagsekonomi,SU-31522,Stockholms universitet,3537,703,335,1696,353,1761,128,577,545,2805,15,75,19.31,19.30,1.25
648,HT2018,Program,Kandidatprogram i marknadskommunikation (GI),SU-31523,Stockholms universitet,1367,243,181,980,54,351,49,244,182,1058,4,29,17.70,18.70,1.00
649,HT2018,Program,Kandidatprogram i kulturgeografi med omvärldsanalys,SU-32078,Stockholms universitet,173,12,5,92,7,75,2,44,9,109,1,14,*,*,*
650,HT2018,Program,Samhällsplanerarprogrammet,SU-32079,Stockholms universitet,866,95,57,486,37,371,29,221,58,595,7,41,15.46,17.30,0.85
651,HT2018,Program,Kandidatprogram i nationalekonomi och statistik,SU-33840,Stockholms universitet,949,80,34,393,46,546,18,172,58,738,4,29,19.11,18.36,1.30
652,HT2018,Program,Studie- och yrkesvägledarprogrammet,SU-34114,Stockholms universitet,1466,405,351,1209,52,248,192,676,56,343,155,438,16.97,18.13,0.85
653,HT2018,Program,Studie- och yrkesvägledarprogrammet,SU-34115,Stockholms universitet,752,150,122,600,28,149,74,314,45,303,31,132,17.10,17.36,0.80
654,HT2017,Program,Kandidatprogram i Mångfaldsstudier,SU-01005,Stockholms universitet,219,26,24,190,1,21,9,60,15,138,1,13,*,*,*
655,HT2017,Program,Kandidatprogram för museer och kulturarv,SU-01998,Stockholms universitet,223,43,31,157,11,64,22,109,10,88,10,24,*,11.56,*
656,HT2017,Program,Kandidatprogram i latinamerikastudier med inriktning mot portugisiska,SU-07008,Stockholms universitet,29,5,0,9,1,3,0,1,1,10,0,1,*,*,*
657,HT2017,Program,Kandidatprogram i språk med inriktning mot engelska,SU-07019,Stockholms universitet,209,25,14,132,8,66,8,64,13,119,1,15,16.16,17.33,0.40
658,HT2017,Program,Kandidatprogram i språk med inriktning mot finska,SU-07020,Stockholms universitet,15,2,1,7,0,3,0,2,1,7,0,1,*,-,*
659,HT2017,Program,Kandidatprogram i språk med inriktning mot franska,SU-07021,Stockholms universitet,31,1,0,19,1,9,0,6,0,20,1,2,*,*,-
660,HT2017,Program,Kandidatprogram i språk med inriktning mot italienska,SU-07022,Stockholms universitet,18,3,2,13,1,5,1,7,2,9,0,2,*,*,-
661,HT2017,Program,Kandidatprogram i språk med inriktning mot polska,SU-07025,Stockholms universitet,8,1,1,5,0,2,0,2,1,5,0,0,*,-,*
662,HT2017,Program,Kandidatprogram i språk med inriktning mot portugisiska,SU-07026,Stockholms universitet,7,0,0,4,0,2,0,0,0,6,0,0,-,-,-
663,HT2017,Program,Kandidatprogram i språk med inriktning mot ryska,SU-07027,Stockholms universitet,12,2,2,9,0,3,0,2,2,9,0,1,*,*,-
664,HT2017,Program,Kandidatprogram i språk med inriktning mot spanska,SU-07028,Stockholms universitet,55,10,8,30,2,20,6,15,4,31,0,4,*,*,*
665,HT2017,Program,Kandidatprogram i språk med inriktning mot svenska,SU-07030,Stockholms universitet,53,5,3,38,1,10,1,18,3,26,0,4,*,*,*
666,HT2017,Program,Kandidatprogram i språk med inriktning mot tjeckiska,SU-07031,Stockholms universitet,5,1,1,3,0,2,1,2,0,3,0,0,*,-,-
667,HT2017,Program,Kandidatprogram i språk med inriktning mot tyska,SU-07032,Stockholms universitet,26,3,1,12,2,13,0,8,2,15,1,2,*,-,-
668,HT2017,Program,Kandidatprogram i latinamerikastudier med inriktning mot spanska,SU-07051,Stockholms universitet,67,10,7,28,0,17,2,16,4,22,1,7,*,*,*
669,HT2017,Program,"Kandidatprogram i filosofi, ekonomi och politik",SU-10549,Stockholms universitet,684,67,22,265,42,386,18,126,43,501,3,24,17.55,17.69,1.15
670,HT2017,Program,"Kandidatprogram i logik, filosofi och matematik",SU-10555,Stockholms universitet,176,24,5,48,18,126,8,44,13,120,2,10,*,*,*
671,HT2017,Program,Kandidatprogram i filosofi och lingvistik,SU-10561,Stockholms universitet,190,23,9,85,13,97,7,58,13,112,2,12,*,*,*
672,HT2017,Program,Kandidatprogram i historiska studier,SU-12134,Stockholms universitet,228,26,6,96,18,120,9,64,12,140,3,12,*,*,*
673,HT2017,Program,"Kulturvetarprogrammet, kandidatprogram",SU-12147,Stockholms universitet,271,52,32,195,15,62,28,100,15,140,4,17,*,*,*
674,HT2017,Program,Kandidatprogram i teatervetenskap med inriktning mot dramaturgi och scenkritik,SU-14605,Stockholms universitet,143,31,22,104,7,33,9,38,18,88,2,11,*,*,*
675,HT2017,Program,Kandidatprogram i musikvetenskap med inriktning mot musikkommunikatör,SU-14606,Stockholms universitet,101,19,11,60,8,39,10,39,8,54,1,6,*,12.90,*
676,HT2017,Program,Kandidatprogram i arkeologi,SU-15676,Stockholms universitet,265,24,13,124,10,136,8,82,12,162,3,16,17.24,15.86,1.00
677,HT2017,Program,"Kandidatprogram i klassiska studier, inriktning Latin",SU-15689,Stockholms universitet,31,2,1,13,1,17,1,8,1,21,0,1,*,-,-
678,HT2017,Program,"Kandidatprogram i klassiska studier, inriktning Antikens kultur och samhällsliv",SU-15694,Stockholms universitet,46,1,1,28,0,16,1,13,0,27,0,4,*,-,-
679,HT2017,Program,"Kandidatprogram i klassiska studier, inriktning Grekiska",SU-15695,Stockholms universitet,13,1,0,6,1,7,0,4,1,6,0,3,-,-,-
680,HT2017,Program,Journalistprogrammet - kandidatprogram,SU-18744,Stockholms universitet,1376,259,152,860,103,487,74,337,174,965,7,45,19.48,18.64,1.20
681,HT2017,Program,Kandidatprogram i lingvistik,SU-20107,Stockholms universitet,138,24,14,74,10,61,7,47,12,80,5,8,*,*,*
682,HT2017,Program,Kandidatprogram i teckenspråk och tolkning,SU-21184,Stockholms universitet,149,28,22,126,6,20,16,64,9,71,3,11,*,*,*
683,HT2017,Program,"Kandidatprogram i språk och översättning, inriktning engelska",SU-21187,Stockholms universitet,276,64,47,201,14,64,28,109,29,128,4,28,18.10,17.92,1.00
684,HT2017,Program,"Kandidatprogram i språk och översättning, inriktning finska",SU-21188,Stockholms universitet,16,1,1,9,0,3,0,5,1,6,0,1,17.36,-,-
685,HT2017,Program,"Kandidatprogram i språk och översättning, inriktning franska",SU-21189,Stockholms universitet,45,9,6,31,2,7,3,13,5,19,0,6,20.25,16.54,1.30
686,HT2017,Program,"Kandidatprogram i språk och översättning, inriktning italienska",SU-21190,Stockholms universitet,17,2,1,13,1,4,0,8,1,6,1,3,-,18.69,-
687,HT2017,Program,"Kandidatprogram i språk och översättning, inriktning nederländska",SU-21193,Stockholms universitet,12,1,1,6,0,6,0,7,0,4,1,1,19.00,-,-
688,HT2017,Program,"Kandidatprogram i språk och översättning, inriktning polska",SU-21194,Stockholms universitet,27,9,7,23,1,3,3,7,2,12,3,7,19.07,17.72,0.80
689,HT2017,Program,"Kandidatprogram i språk och översättning, inriktning portugisiska",SU-21195,Stockholms universitet,16,2,2,13,0,3,0,5,2,10,0,1,19.75,-,-
690,HT2017,Program,"Kandidatprogram i språk och översättning, inriktning ryska",SU-21196,Stockholms universitet,28,6,6,21,0,5,2,7,1,13,3,6,*,19.66,-
691,HT2017,Program,"Kandidatprogram i språk och översättning, inriktning spanska",SU-21197,Stockholms universitet,62,6,4,40,0,15,3,22,1,25,0,8,*,-,*
692,HT2017,Program,"Kandidatprogram i språk och översättning, inriktning tjeckiska",SU-21198,Stockholms universitet,4,1,0,1,1,3,0,1,1,3,0,0,*,-,-
693,HT2017,Program,"Kandidatprogram i språk och översättning, inriktning tyska",SU-21199,Stockholms universitet,28,10,6,14,3,13,4,10,5,16,0,1,18.18,-,*
694,HT2017,Program,"Masterprogram i översättning, källspråk engelska",SU-21250,Stockholms universitet,26,6,3,16,3,8,2,13,1,4,3,7,17.25,-,-
695,HT2017,Program,"Masterprogram i översättning, källspråk engelska",SU-21250,Stockholms universitet,26,6,3,16,3,8,2,6,2,15,0,4,17.25,-,-
696,HT2017,Program,"Masterprogram i översättning, källspråk engelska",SU-21250,Stockholms universitet,26,6,2,13,2,12,2,13,1,4,3,7,17.25,-,-
697,HT2017,Program,"Masterprogram i översättning, källspråk engelska",SU-21250,Stockholms universitet,26,6,2,13,2,12,2,6,2,15,0,4,17.25,-,-
698,HT2014,Program,"Kandidatprogram i språk och översättning, inriktning italienska",SU-21250,Stockholms universitet,27,5,3,16,3,8,2,13,1,4,3,7,17.25,-,-
699,HT2014,Program,"Kandidatprogram i språk och översättning, inriktning italienska",SU-21250,Stockholms universitet,27,5,3,16,3,8,2,6,2,15,0,4,17.25,-,-
700,HT2014,Program,"Kandidatprogram i språk och översättning, inriktning italienska",SU-21250,Stockholms universitet,27,5,2,13,2,12,2,13,1,4,3,7,17.25,-,-
701,HT2014,Program,"Kandidatprogram i språk och översättning, inriktning italienska",SU-21250,Stockholms universitet,27,5,2,13,2,12,2,6,2,15,0,4,17.25,-,-
702,HT2017,Program,Kandidatprogram i arbetslivskommunikation,SU-21264,Stockholms universitet,226,11,8,159,3,57,2,61,6,138,3,17,15.18,15.04,0.55
703,HT2017,Program,Kandidatprogram i arabiska med inriktning mot mellanöstern- och nordafrikastudier,SU-28255,Stockholms universitet,82,19,12,53,7,26,8,21,9,50,2,8,*,*,*
704,HT2017,Program,Kandidatprogram i mellanöstern- och nordafrikastudier,SU-28256,Stockholms universitet,50,3,2,34,1,15,1,17,2,28,0,4,-,-,*
705,HT2017,Program,Juristprogrammet,SU-29439,Stockholms universitet,7226,1825,1130,4560,642,2507,453,1433,1161,5290,158,344,20.57,20.36,1.40
706,HT2017,Program,Kandidatprogram i internationella relationer och ekonomisk historia,SU-30708,Stockholms universitet,810,76,43,431,30,349,17,158,52,596,4,26,20.36,21.24,1.30
707,HT2017,Program,Kandidatprogram i global management med inriktning mot engelska,SU-31219,Stockholms universitet,1555,313,75,631,70,506,38,212,99,882,8,43,19.60,20.52,1.20
708,HT2017,Program,Kandidatprogram i företagsekonomi och statsvetenskap,SU-31221,Stockholms universitet,1951,336,55,673,75,810,47,296,76,1130,7,57,19.24,21.02,1.30
709,HT2017,Program,Kandidatprogram i global management med inriktning mot franska,SU-31223,Stockholms universitet,239,25,3,94,6,61,2,24,7,128,0,3,17.75,19.30,0.75
710,HT2017,Program,Kandidatprogram i global management med inriktning mot italienska,SU-31225,Stockholms universitet,118,12,4,36,5,44,2,16,7,61,0,3,*,*,*
711,HT2017,Program,Kandidatprogram i global management med inriktning mot spanska,SU-31228,Stockholms universitet,247,36,9,97,8,75,2,45,13,119,2,8,18.09,17.45,1.00
712,HT2017,Program,Kandidatprogram i global management med inriktning mot portugisiska,SU-31229,Stockholms universitet,150,21,7,58,4,57,4,25,7,84,0,6,17.02,18.57,1.05
713,HT2017,Program,Kandidatprogram i global management med inriktning mot arabiska,SU-31239,Stockholms universitet,127,11,8,70,3,51,1,23,10,94,0,4,16.08,19.08,0.95
714,HT2017,Program,Kandidatprogram i global management med inriktning mot japanska,SU-31240,Stockholms universitet,164,25,7,65,18,94,5,23,19,133,1,3,18.23,18.82,1.15
715,HT2017,Program,Kandidatprogram i global management med inriktning mot koreanska,SU-31241,Stockholms universitet,146,31,22,81,9,62,3,18,28,125,0,0,17.24,19.04,1.25
716,HT2017,Program,Kandidatprogram i global management med inriktning mot tyska,SU-31242,Stockholms universitet,107,14,5,47,8,50,1,19,11,75,1,3,16.43,21.50,1.20
717,HT2017,Program,Kandidatprogram i global management med inriktning mot kinesiska,SU-31246,Stockholms universitet,153,14,7,73,7,73,4,28,10,108,0,10,17.15,18.50,1.00
718,HT2017,Program,Kandidatprogram i företagsekonomi,SU-31250,Stockholms universitet,3794,765,334,1714,416,1989,139,614,592,3011,19,78,19.38,19.17,1.35
719,HT2017,Program,Kandidatprogram i marknadskommunikation (GI),SU-31252,Stockholms universitet,1169,223,170,834,43,289,39,205,168,899,6,19,18.58,19.46,1.15
720,HT2016,Program,Kandidatprogram i Mångfaldsstudier,SU-01875,Stockholms universitet,296,46,42,244,3,40,13,68,31,205,1,11,16.20,15.17,0.55
721,HT2016,Program,Kandidatprogram för museer och kulturarv,SU-01876,Stockholms universitet,234,53,37,172,13,56,24,89,21,119,5,20,14.26,16.40,*
722,HT2016,Program,"Ämneslärarprogram med inriktning mot arbete i gymnasieskolan, Historia, Engelska",SU-01937,Stockholms universitet,152,15,3,67,12,85,4,46,11,105,0,1,16.85,15.01,0.80
723,HT2016,Program,"Ämneslärarprogram med inriktning mot arbete i gymnasieskolan, Historia, Matematik",SU-01938,Stockholms universitet,30,4,0,10,4,20,1,8,3,22,0,0,-,*,-
724,HT2016,Program,"Ämneslärarprogram med inriktning mot arbete i gymnasieskolan, Historia, Religionskunskap",SU-01939,Stockholms universitet,212,33,9,97,24,114,14,59,17,140,2,12,16.59,18.85,0.95
725,HT2016,Program,"Ämneslärarprogram med inriktning mot arbete i gymnasieskolan, Religionskunskap, Matematik",SU-01940,Stockholms universitet,21,0,0,10,0,11,0,5,0,15,0,1,-,-,-
726,HT2016,Program,"Ämneslärarprogram med inriktning mot arbete i gymnasieskolan, Religionskunskap, Engelska",SU-01941,Stockholms universitet,104,12,7,65,5,38,4,19,7,79,1,5,19.13,16.45,0.35
727,HT2016,Program,"Ämneslärarprogram med inriktning mot arbete i gymnasieskolan, Religionskunskap, Historia",SU-01942,Stockholms universitet,135,8,5,63,3,71,4,45,3,82,1,7,19.58,15.23,1.05
728,HT2016,Program,Kandidatprogram i språk med inriktning mot engelska,SU-07669,Stockholms universitet,227,25,18,144,6,61,4,48,18,141,2,16,-,-,1.40
729,HT2016,Program,Kandidatprogram i språk med inriktning mot finska,SU-07670,Stockholms universitet,21,2,0,9,0,2,0,2,0,8,0,1,-,-,-
730,HT2016,Program,Kandidatprogram i språk med inriktning mot franska,SU-07671,Stockholms universitet,43,3,1,25,1,14,0,7,2,25,0,7,22.50,-,0.35
731,HT2016,Program,Kandidatprogram i språk med inriktning mot italienska,SU-07672,Stockholms universitet,17,2,1,12,1,4,1,4,1,10,0,2,-,-,*
732,HT2016,Program,kandidatprogram i språk med inriktning mot polska,SU-07675,Stockholms universitet,12,0,0,10,0,2,0,7,0,5,0,0,-,-,-
733,HT2016,Program,Kandidatprogram i språk med inriktning mot portugisiska,SU-07676,Stockholms universitet,14,0,0,9,0,5,0,5,0,8,0,1,*,-,-
734,HT2016,Program,Kandidatprogram i språk med inriktning mot ryska,SU-07677,Stockholms universitet,19,3,2,8,1,11,1,7,2,10,0,2,-,*,-
735,HT2016,Program,Kandidatprogram i språk med inriktning mot spanska,SU-07678,Stockholms universitet,82,3,2,52,1,21,1,24,1,44,1,5,15.20,14.60,0.65
736,HT2016,Program,Kandidatprogram i språk med inriktning mot språkdidaktik,SU-07679,Stockholms universitet,12,1,1,8,0,3,0,3,1,7,0,1,-,*,-
737,HT2016,Program,Kandidatprogram i språk med inriktning mot svenska,SU-07680,Stockholms universitet,48,6,4,31,1,11,1,17,2,18,2,7,*,14.68,0.30
738,HT2016,Program,Kandidatprogram i språk med inriktning mot tjeckiska,SU-07681,Stockholms universitet,3,0,0,2,0,1,0,0,0,2,0,1,-,-,-
739,HT2016,Program,Kandidatprogram i språk med inriktning mot tyska,SU-07682,Stockholms universitet,30,1,0,13,1,12,1,7,0,14,0,4,*,*,*
740,HT2016,Program,Kandidatprogram i filosofi och lingvistik,SU-10508,Stockholms universitet,170,31,4,65,26,98,10,55,19,99,1,9,*,*,*
741,HT2016,Program,"Kandidatprogram i filosofi, ekonomi och politik",SU-10509,Stockholms universitet,753,76,25,307,45,414,10,120,55,573,5,28,18.40,17.80,1.05
742,HT2016,Program,"Kandidatprogram i logik, filosofi och matematik",SU-10520,Stockholms universitet,183,36,8,54,27,123,9,50,25,119,1,8,*,*,*
743,HT2016,Program,Kandidatprogram i historiska studier,SU-12081,Stockholms universitet,223,36,11,67,24,147,7,61,25,133,3,20,*,*,*
744,HT2016,Program,"Kulturvetarprogrammet, kandidatprogram",SU-12083,Stockholms universitet,332,72,58,235,12,84,19,103,48,204,3,12,*,*,*
745,HT2016,Program,Kandidatprogram i musikvetenskap med inriktning mot musikkommunikatör,SU-14365,Stockholms universitet,123,23,11,62,12,57,5,31,15,80,3,8,17.00,17.65,0.90
746,HT2016,Program,Kandidatprogram i teatervetenskap med inriktning mot dramaturgi och scenkritik,SU-14366,Stockholms universitet,163,43,28,116,10,33,14,50,22,93,2,6,*,*,*
747,HT2016,Program,"Kandidatprogram i klassiska studier, inriktning Antikens kultur och samhällsliv",SU-15619,Stockholms universitet,41,2,1,23,1,15,0,9,1,24,1,5,-,*,-
748,HT2016,Program,"Kandidatprogram i klassiska studier, inriktning Grekiska",SU-15620,Stockholms universitet,16,0,0,9,0,7,0,5,0,8,0,3,*,*,-
749,HT2016,Program,"Kandidatprogram i klassiska studier, inriktning Latin",SU-15621,Stockholms universitet,35,2,1,20,1,14,1,8,1,23,0,3,*,-,*
750,HT2016,Program,Kandidatprogram i arkeologi,SU-15622,Stockholms universitet,276,30,14,137,16,131,10,79,19,180,1,9,*,*,*
751,HT2016,Program,Journalistprogrammet - kandidatprogram,SU-18663,Stockholms universitet,1461,266,183,947,77,487,68,302,181,1083,11,49,19.60,19.60,1.20
752,HT2016,Program,Kandidatprogram i lingvistik,SU-20992,Stockholms universitet,135,18,9,74,7,51,7,46,9,74,0,5,*,*,*
753,HT2016,Program,"Kandidatprogram i språk och översättning, inriktning engelska",SU-21900,Stockholms universitet,276,59,46,196,11,66,14,66,32,172,11,24,17.88,17.66,1.10
754,HT2016,Program,"Kandidatprogram i språk och översättning, inriktning finska",SU-21901,Stockholms universitet,15,2,1,10,0,0,0,2,0,5,1,3,15.93,-,-
755,HT2016,Program,Kandidatprogram i arbetslivskommunikation,SU-21902,Stockholms universitet,335,20,16,222,4,100,4,104,13,202,3,16,16.95,15.55,0.80
756,HT2016,Program,Kandidatprogram i teckenspråk och tolkning,SU-21903,Stockholms universitet,203,27,25,171,1,27,10,62,13,124,3,12,*,*,*
757,HT2016,Program,"Kandidatprogram i språk och översättning, inriktning franska",SU-21904,Stockholms universitet,47,7,3,28,3,15,4,11,2,28,0,4,21.50,-,1.00
758,HT2016,Program,"Kandidatprogram i språk och översättning, inriktning italienska",SU-21905,Stockholms universitet,17,6,6,15,0,1,3,4,2,10,1,2,-,18.96,-
759,HT2016,Program,"Kandidatprogram i språk och översättning, inriktning litauiska",SU-21907,Stockholms universitet,8,4,4,8,0,0,2,2,1,4,1,2,-,*,-
760,HT2016,Program,"Kandidatprogram i språk och översättning, inriktning polska",SU-21909,Stockholms universitet,18,1,1,14,0,2,1,5,0,10,0,1,-,-,-
761,HT2016,Program,"Kandidatprogram i språk och översättning, inriktning portugisiska",SU-21910,Stockholms universitet,20,4,3,13,1,7,1,11,0,4,3,5,18.75,-,-
762,HT2016,Program,"Kandidatprogram i språk och översättning, inriktning ryska",SU-21911,Stockholms universitet,32,6,5,22,1,9,2,9,2,17,2,5,-,-,-
763,HT2016,Program,"Kandidatprogram i språk och översättning, inriktning spanska",SU-21912,Stockholms universitet,87,16,13,58,3,21,6,23,8,46,2,10,18.60,-,0.70
764,HT2016,Program,"Kandidatprogram i språk och översättning, inriktning tjeckiska",SU-21913,Stockholms universitet,1,0,0,1,0,0,0,0,0,0,0,1,-,-,-
765,HT2016,Program,"Kandidatprogram i språk och översättning, inriktning tyska",SU-21914,Stockholms universitet,30,7,2,17,5,12,2,6,4,16,1,7,-,-,1.25
766,HT2016,Program,Masterprogram i pedagogik,SU-34493,Stockholms universitet,44,6,5,37,1,5,1,17,1,9,4,16,14.65,16.99,*
767,HT2016,Program,Masterprogram i pedagogik,SU-34493,Stockholms universitet,44,6,5,37,1,5,60,192,22,188,66,152,14.65,16.99,*
768,HT2016,Program,Masterprogram i pedagogik,SU-34493,Stockholms universitet,44,6,5,37,1,5,60,192,22,188,66,152,14.65,16.99,*
769,HT2016,Program,Masterprogram i pedagogik,SU-34493,Stockholms universitet,44,6,127,450,21,82,1,17,1,9,4,16,14.65,16.99,*
770,HT2016,Program,Masterprogram i pedagogik,SU-34493,Stockholms universitet,44,6,127,450,21,82,60,192,22,188,66,152,14.65,16.99,*
771,HT2016,Program,Masterprogram i pedagogik,SU-34493,Stockholms universitet,44,6,127,450,21,82,60,192,22,188,66,152,14.65,16.99,*
772,HT2010,Program,Studie- och yrkesvägledarprogrammet,SU-34493,Stockholms universitet,535,148,5,37,1,5,1,17,1,9,4,16,14.65,16.99,*
773,HT2010,Program,Studie- och yrkesvägledarprogrammet,SU-34493,Stockholms universitet,535,148,5,37,1,5,60,192,22,188,66,152,14.65,16.99,*
774,HT2010,Program,Studie- och yrkesvägledarprogrammet,SU-34493,Stockholms universitet,535,148,5,37,1,5,60,192,22,188,66,152,14.65,16.99,*
775,HT2010,Program,Studie- och yrkesvägledarprogrammet,SU-34493,Stockholms universitet,535,148,127,450,21,82,1,17,1,9,4,16,14.65,16.99,*
776,HT2010,Program,Studie- och yrkesvägledarprogrammet,SU-34493,Stockholms universitet,535,148,127,450,21,82,60,192,22,188,66,152,14.65,16.99,*
777,HT2010,Program,Studie- och yrkesvägledarprogrammet,SU-34493,Stockholms universitet,535,148,127,450,21,82,60,192,22,188,66,152,14.65,16.99,*
778,HT2016,Program,Masterprogram i pedagogik,SU-34494,Stockholms universitet,44,5,4,39,1,4,0,13,0,1,5,29,16.22,16.99,0.10
779,HT2016,Program,Masterprogram i pedagogik,SU-34494,Stockholms universitet,44,5,4,39,1,4,37,155,45,260,21,74,16.22,16.99,0.10
780,HT2016,Program,Masterprogram i pedagogik,SU-34494,Stockholms universitet,44,5,4,39,1,4,37,155,45,260,21,74,16.22,16.99,0.10
781,HT2016,Program,Masterprogram i pedagogik,SU-34494,Stockholms universitet,44,5,88,388,15,101,0,13,0,1,5,29,16.22,16.99,0.10
782,HT2016,Program,Masterprogram i pedagogik,SU-34494,Stockholms universitet,44,5,88,388,15,101,37,155,45,260,21,74,16.22,16.99,0.10
783,HT2016,Program,Masterprogram i pedagogik,SU-34494,Stockholms universitet,44,5,88,388,15,101,37,155,45,260,21,74,16.22,16.99,0.10
784,HT2010,Program,Studie- och yrkesvägledarprogrammet,SU-34494,Stockholms universitet,492,103,4,39,1,4,0,13,0,1,5,29,16.22,16.99,0.10
785,HT2010,Program,Studie- och yrkesvägledarprogrammet,SU-34494,Stockholms universitet,492,103,4,39,1,4,37,155,45,260,21,74,16.22,16.99,0.10
786,HT2010,Program,Studie- och yrkesvägledarprogrammet,SU-34494,Stockholms universitet,492,103,4,39,1,4,37,155,45,260,21,74,16.22,16.99,0.10
787,HT2010,Program,Studie- och yrkesvägledarprogrammet,SU-34494,Stockholms universitet,492,103,88,388,15,101,0,13,0,1,5,29,16.22,16.99,0.10
788,HT2010,Program,Studie- och yrkesvägledarprogrammet,SU-34494,Stockholms universitet,492,103,88,388,15,101,37,155,45,260,21,74,16.22,16.99,0.10
789,HT2010,Program,Studie- och yrkesvägledarprogrammet,SU-34494,Stockholms universitet,492,103,88,388,15,101,37,155,45,260,21,74,16.22,16.99,0.10
790,HT2015,Program,Kandidatprogram i Mångfaldsstudier,SU-01514,Stockholms universitet,273,36,27,221,8,41,13,65,17,181,5,16,14.60,15.90,0.50
791,HT2015,Program,Kandidatprogram för museer och kulturarv,SU-01515,Stockholms universitet,295,51,34,209,16,77,13,91,30,169,7,26,14.72,15.00,*
792,HT2015,Program,"Ämneslärarprogram med inriktning mot arbete i grundskolans årskurs 7-9, Historia, Religionskunskap,",SU-01634,Stockholms universitet,180,18,7,82,10,93,7,44,9,117,1,14,14.25,14.20,0.60
793,HT2015,Program,"Ämneslärarprogram med inriktning mot arbete i gymnasieskolan, Historia, Engelska",SU-01635,Stockholms universitet,149,24,5,43,18,103,7,41,16,101,0,4,16.45,17.24,1.10
794,HT2015,Program,"Ämneslärarprogram med inriktning mot arbete i gymnasieskolan, Historia, Geografi",SU-01636,Stockholms universitet,115,6,0,38,6,76,3,33,3,74,0,7,16.30,-,1.05
795,HT2015,Program,"Ämneslärarprogram med inriktning mot arbete i gymnasieskolan, Historia, Matematik",SU-01637,Stockholms universitet,37,6,3,10,3,25,1,7,5,25,0,3,*,*,*
796,HT2015,Program,"Ämneslärarprogram med inriktning mot arbete i gymnasieskolan, Historia, Religionskunskap",SU-01638,Stockholms universitet,217,36,15,83,21,131,12,58,23,146,1,10,18.70,18.90,1.05
797,HT2015,Program,"Ämneslärarprogram med inriktning mot arbete i gymnasieskolan, Religionskunskap, Geografi",SU-01639,Stockholms universitet,77,2,0,29,2,47,1,17,1,56,0,3,13.90,*,0.90
798,HT2015,Program,"Ämneslärarprogram med inriktning mot arbete i gymnasieskolan, Religionskunskap, Matematik",SU-01640,Stockholms universitet,15,0,0,9,0,6,0,1,0,13,0,1,-,*,*
799,HT2015,Program,"Ämneslärarprogram med inriktning mot arbete i gymnasieskolan, Religionskunskap, Engelska",SU-01641,Stockholms universitet,120,12,4,64,8,54,1,23,10,89,1,6,18.60,17.73,0.85
800,HT2015,Program,Kandidatprogram i latinamerikastudier med inriktning mot portugisiska,SU-07353,Stockholms universitet,28,5,2,13,2,11,1,10,2,12,1,2,*,*,*
801,HT2015,Program,Kandidatprogram i latinamerikastudier med inriktning mot spanska,SU-07354,Stockholms universitet,61,8,5,41,2,16,2,18,4,34,1,5,*,*,*
802,HT2015,Program,Engelska,SU-07429,Stockholms universitet,176,18,9,103,7,59,3,47,11,99,2,16,15.15,14.63,0.40
803,HT2015,Program,Engelska,SU-07429,Stockholms universitet,176,18,9,103,7,59,3,47,11,99,2,16,15.15,14.63,0.40
804,HT2015,Program,Finska,SU-07430,Stockholms universitet,15,0,0,7,0,3,0,3,0,5,0,2,*,-,-
805,HT2015,Program,Finska,SU-07430,Stockholms universitet,15,0,0,7,0,3,0,3,0,5,0,2,*,-,-
806,HT2015,Program,Franska,SU-07431,Stockholms universitet,48,5,4,31,0,12,2,9,1,30,1,4,15.40,17.58,0.65
807,HT2015,Program,Franska,SU-07431,Stockholms universitet,48,5,4,31,0,12,2,9,1,30,1,4,15.40,17.58,0.65
808,HT2015,Program,Tyska,SU-07432,Stockholms universitet,26,3,0,8,1,13,0,6,1,14,0,1,*,-,*
809,HT2015,Program,Tyska,SU-07432,Stockholms universitet,26,3,0,8,1,13,0,6,1,14,0,1,*,-,*
810,HT2015,Program,Italienska,SU-07433,Stockholms universitet,15,3,2,6,1,9,1,3,0,9,2,3,*,*,-
811,HT2015,Program,Italienska,SU-07433,Stockholms universitet,15,3,2,6,1,9,1,3,0,9,2,3,*,*,-
812,HT2015,Program,Lettiska,SU-07434,Stockholms universitet,1,0,0,0,0,1,0,1,0,0,0,0,-,-,-
813,HT2015,Program,Lettiska,SU-07434,Stockholms universitet,1,0,0,0,0,1,0,1,0,0,0,0,-,-,-
814,HT2015,Program,Polska,SU-07436,Stockholms universitet,9,0,0,7,0,2,0,3,0,5,0,1,-,-,-
815,HT2015,Program,Polska,SU-07436,Stockholms universitet,9,0,0,7,0,2,0,3,0,5,0,1,-,-,-
816,HT2015,Program,Portugisiska,SU-07437,Stockholms universitet,15,0,0,7,0,7,0,6,0,7,0,1,-,-,-
817,HT2015,Program,Portugisiska,SU-07437,Stockholms universitet,15,0,0,7,0,7,0,6,0,7,0,1,-,-,-
